國民中學校別資料																							
103 學年度 SY2014-2015																							
縣市代碼	縣市名稱	學校代碼	學校名稱	班級數	7年級	8年級	9年級	學生數	男學生	女學生	7年級男	7年級女	8年級男	8年級女	9年級男	9年級女	上學年畢業生	上學年男畢業生	上學年女畢業生	男專任教師	女專任教師	男職員	女職員
12	高雄市	124517	市立永安國中	13	4	4	5	326	173	153	45	45	60	49	68	59	124	57	67	9	22	2	4
12	高雄市	124518	市立橋頭國中	36	11	13	12	"1,017"	576	441	178	117	183	176	215	148	312	156	156	34	52	3	8
12	高雄市	124519	市立梓官國中	30	10	10	10	804	411	393	111	130	147	135	153	128	270	135	135	19	51	2	6
12	高雄市	124520	市立燕巢國中	26	7	9	10	711	399	312	105	97	138	117	156	98	217	115	102	20	40	1	8
12	高雄市	124521	市立阿蓮國中	39	12	12	15	"1,081"	563	518	167	167	184	159	212	192	343	183	160	34	59	3	7
12	高雄市	124523	市立湖內國中	17	5	6	6	489	239	250	70	68	91	87	78	95	143	67	76	9	34	-	7
12	高雄市	124524	市立茄萣國中	22	6	8	8	538	287	251	98	61	99	96	90	94	169	82	87	19	33	2	8
12	高雄市	124525	市立田寮國中	3	1	1	1	69	40	29	12	10	15	12	13	7	22	14	8	3	8	-	3
12	高雄市	124526	市立彌陀國中	22	7	8	7	590	293	297	102	89	98	108	93	100	180	82	98	14	38	2	5
12	高雄市	124527	市立旗山國中	42	14	14	14	"1,149"	592	557	193	187	186	174	213	196	371	175	196	38	66	3	6
12	高雄市	124528	市立圓富國中	9	3	3	3	222	102	120	27	40	35	43	40	37	75	44	31	12	12	-	3
12	高雄市	124529	市立大洲國中	5	2	2	1	112	65	47	28	20	20	17	17	10	24	11	13	8	8	1	2
12	高雄市	124530	市立美濃國中	16	5	6	5	436	246	190	84	49	81	80	81	61	133	80	53	16	24	2	5
12	高雄市	124531	市立南隆國中	19	6	6	7	516	275	241	85	67	81	93	109	81	161	78	83	21	24	1	5
12	高雄市	124532	市立龍肚國中	8	2	3	3	196	112	84	31	20	34	31	47	33	57	32	25	7	15	1	4
12	高雄市	124534	市立寶來國中	3	1	1	1	55	35	20	8	7	15	5	12	8	18	7	11	6	7	2	1
12	高雄市	124535	市立杉林國中	11	3	4	4	260	131	129	38	40	40	49	53	40	74	40	34	13	17	3	3
12	高雄市	124536	市立內門國中	10	3	3	4	246	128	118	35	40	45	30	48	48	69	31	38	11	16	-	4
12	高雄市	124537	市立甲仙國中	6	2	2	2	134	76	58	16	19	29	17	31	22	47	28	19	7	12	2	3
12	高雄市	124538	市立中芸國中	15	5	5	5	370	184	186	68	56	58	64	58	66	121	60	61	22	15	2	6
12	高雄市	124539	市立中庄國中	34	10	12	12	947	506	441	127	142	173	163	206	136	309	166	143	28	52	2	7
12	高雄市	124541	市立蚵寮國中	11	3	4	4	269	116	153	30	45	46	46	40	62	77	34	43	14	17	3	1
12	高雄市	124542	市立那瑪夏國中	6	2	2	2	99	43	56	16	16	12	21	15	19	34	13	21	7	11	2	3
12	高雄市	124543	市立青年國中	62	21	20	21	"1,891"	995	896	332	274	298	289	365	333	640	308	332	34	108	1	13
12	高雄市	124544	市立一甲國中	20	6	7	7	537	291	246	69	74	111	84	111	88	170	93	77	20	28	-	7
12	高雄市	124545	市立大灣國中	42	13	15	14	"1,253"	653	600	213	170	226	217	214	213	395	191	204	31	64	-	9
12	高雄市	124546	市立嘉興國中	11	3	4	4	277	145	132	44	42	52	44	49	46	75	44	31	12	21	2	3
12	高雄市	124547	市立茂林國中	3	1	1	1	60	22	38	8	7	7	17	7	14	18	8	10	5	6	-	3
12	高雄市	124548	市立桃源國中	6	2	2	2	57	25	32	9	7	7	13	9	12	20	10	10	7	12	-	3
12	高雄市	124549	市立中崙國中	10	3	3	4	212	113	99	34	26	29	32	50	41	76	38	38	8	19	-	8
12	高雄市	124550	市立鳳翔國中	14	7	7	-	475	249	226	122	108	127	118	-	-	-	-	-	15	19	1	3
13	屏東縣	131501	私立南榮國中(代用)	33	11	11	11	"1,373"	682	691	214	230	218	232	250	229	467	266	201	22	45	5	7
13	屏東縣	134501	縣立明正國中	87	25	31	31	"2,516"	"1,241"	"1,275"	325	390	453	456	463	429	803	409	394	60	125	1	11
13	屏東縣	134502	縣立中正國中	72	22	23	27	"2,025"	"1,090"	935	325	279	347	288	418	368	779	399	380	54	102	3	8
13	屏東縣	134503	縣立公正國中	19	6	6	7	461	235	226	68	54	78	80	89	92	207	104	103	13	30	1	6
13	屏東縣	134505	縣立鶴聲國中	30	9	11	10	878	485	393	142	114	176	152	167	127	301	176	125	27	39	2	6
13	屏東縣	134506	縣立至正國中	33	10	11	12	"1,000"	540	460	172	131	180	147	188	182	279	152	127	24	46	1	5
13	屏東縣	134507	縣立長治國中	17	6	5	6	391	196	195	58	53	60	69	78	73	138	74	64	14	24	-	5
13	屏東縣	134508	縣立麟洛國中	14	4	5	5	346	217	129	54	32	83	55	80	42	98	57	41	9	22	1	4
13	屏東縣	134509	縣立九如國中	25	8	8	9	704	376	328	101	113	132	102	143	113	248	123	125	27	28	1	6
13	屏東縣	134510	縣立里港國中	31	9	11	11	932	500	432	149	115	163	164	188	153	281	150	131	24	43	2	4
13	屏東縣	134511	縣立鹽埔國中	19	6	7	6	526	252	274	82	90	88	92	82	92	178	98	80	18	23	2	5
13	屏東縣	134512	縣立高樹國中	16	5	5	6	429	220	209	67	75	64	65	89	69	161	71	90	11	25	1	4
13	屏東縣	134513	縣立高泰國中	9	3	3	3	254	152	102	37	42	54	32	61	28	66	40	26	9	11	-	4
13	屏東縣	134514	縣立內埔國中	28	8	10	10	837	428	409	139	104	136	160	153	145	323	154	169	27	35	1	8
13	屏東縣	134515	縣立崇文國中	21	6	8	7	569	293	276	88	88	98	94	107	94	168	82	86	21	27	2	5
13	屏東縣	134516	縣立竹田國中	8	2	3	3	192	112	80	28	24	39	31	45	25	65	28	37	4	15	1	3
13	屏東縣	134517	縣立潮州國中	42	12	14	16	"1,239"	641	598	194	177	218	197	229	224	388	185	203	33	53	2	8
13	屏東縣	134518	縣立光春國中	19	6	7	6	494	253	241	80	60	90	89	83	92	183	103	80	16	27	2	4
13	屏東縣	134519	縣立萬巒國中	22	7	7	8	603	325	278	102	85	113	80	110	113	231	113	118	13	36	3	4
13	屏東縣	134520	縣立新埤國中	4	1	1	2	74	36	38	8	17	11	6	17	15	29	17	12	4	7	1	1
13	屏東縣	134522	縣立萬丹國中	37	11	13	13	"1,044"	545	499	144	150	195	189	206	160	359	187	172	31	50	2	8
13	屏東縣	134523	縣立新園國中	28	8	10	10	752	381	371	92	117	146	127	143	127	232	121	111	21	43	3	4
13	屏東縣	134525	縣立林邊國中	28	8	9	11	775	398	377	112	111	123	127	163	139	227	124	103	27	33	1	6
13	屏東縣	134526	縣立南州國中	12	4	4	4	303	143	160	55	58	43	50	45	52	97	52	45	10	18	1	3
13	屏東縣	134527	縣立佳冬國中	12	4	4	4	314	170	144	46	44	69	42	55	58	108	55	53	13	16	-	5
13	屏東縣	134528	縣立琉球國中	11	4	4	3	284	131	153	53	49	40	54	38	50	78	47	31	11	14	2	4
13	屏東縣	134530	縣立車城國中	15	5	5	5	409	216	193	73	56	68	67	75	70	140	67	73	18	15	1	4
13	屏東縣	134531	縣立恆春國中	38	12	13	13	"1,085"	567	518	178	155	212	184	177	179	315	137	178	40	42	2	5
13	屏東縣	134532	縣立滿州國中	7	2	3	2	165	87	78	23	26	35	28	29	24	58	25	33	5	13	-	2
13	屏東縣	134533	縣立瑪家國中	10	3	3	4	267	144	123	39	31	41	44	64	48	82	47	35	11	11	1	2
13	屏東縣	134535	縣立泰武國中	6	2	2	2	131	61	70	20	20	21	20	20	30	39	26	13	8	7	-	2
13	屏東縣	134536	縣立牡丹國中	3	1	1	1	75	33	42	10	11	14	11	9	20	20	10	10	6	4	2	2
13	屏東縣	134537	縣立獅子國中	3	1	1	1	75	39	36	12	12	15	11	12	13	34	16	18	6	3	-	2
13	屏東縣	134538	縣立東新國中	24	8	8	8	595	316	279	108	91	111	97	97	91	186	104	82	17	32	1	6
13	屏東縣	134542	縣立萬新國中	26	8	9	9	715	356	359	110	99	109	123	137	137	254	126	128	27	27	1	6
14	臺東縣	141501	私立均一國中(小)	6	2	2	2	162	95	67	39	22	32	28	24	17	47	32	15	7	6	7	5
14	臺東縣	144501	縣立新生國中	66	22	22	22	"1,833"	942	891	286	317	320	284	336	290	643	307	336	52	98	2	12
14	臺東縣	144502	縣立東海國中	46	14	16	16	"1,317"	687	630	228	163	204	245	255	222	430	200	230	30	70	5	10
14	臺東縣	144503	縣立寶桑國中	21	6	8	7	524	257	267	66	85	104	91	87	91	135	65	70	20	32	2	7
14	臺東縣	144504	縣立卑南國中	15	4	5	6	359	202	157	55	45	75	53	72	59	115	59	56	17	21	2	6
14	臺東縣	144505	縣立豐田國中	12	4	4	4	235	131	104	39	33	42	30	50	41	87	47	40	13	18	2	6
14	臺東縣	144506	縣立知本國中	13	4	4	5	281	143	138	36	51	43	39	64	48	91	51	40	11	22	3	4
14	臺東縣	144507	縣立初鹿國中	6	2	2	2	120	67	53	24	15	17	15	26	23	35	18	17	9	9	-	4
14	臺東縣	144508	縣立鹿野國中	8	2	3	3	168	78	90	15	26	28	28	35	36	48	25	23	11	12	2	3
14	臺東縣	144509	縣立瑞源國中	3	1	1	1	44	20	24	5	6	5	10	10	8	15	7	8	5	5	-	3
14	臺東縣	144510	縣立關山國中	18	5	6	7	489	247	242	70	74	85	83	92	85	180	91	89	21	20	4	5
14	臺東縣	144511	縣立池上國中	9	3	3	3	251	123	128	40	42	41	43	42	43	70	34	36	7	17	-	5
14	臺東縣	144512	縣立大王國中	10	3	4	3	215	110	105	43	29	24	31	43	45	96	45	51	9	18	2	5
14	臺東縣	144513	縣立賓茂國中	6	2	3	1	101	49	52	16	19	26	22	7	11	18	7	11	8	8	3	1
14	臺東縣	144514	縣立大武國中	10	4	3	3	230	125	105	43	39	43	30	39	36	88	38	50	9	15	4	4
14	臺東縣	144515	縣立都蘭國中	6	2	2	2	110	63	47	19	18	21	13	23	16	41	17	24	5	12	1	4
14	臺東縣	144516	縣立泰源國中	7	2	2	3	132	103	29	33	9	32	9	38	11	34	21	13	6	13	3	2
14	臺東縣	144517	縣立新港國中	15	4	6	5	356	165	191	45	55	54	60	66	76	131	61	70	13	21	2	7
14	臺東縣	144518	縣立長濱國中	6	2	2	2	145	67	78	20	29	24	23	23	26	43	22	21	8	9	-	2
14	臺東縣	144519	縣立桃源國中	3	1	1	1	64	43	21	17	9	8	9	18	3	16	9	7	3	6	2	1
14	臺東縣	144520	縣立海端國中	3	1	1	1	66	30	36	12	12	7	11	11	13	21	13	8	6	5	2	2
14	臺東縣	144521	縣立綠島國中	4	1	1	2	75	35	40	11	8	9	12	15	20	17	9	8	4	8	2	1
15	花蓮縣	154501	縣立玉里國中	29	9	10	10	762	404	358	127	116	120	127	157	115	228	123	105	29	40	4	3
15	花蓮縣	154502	縣立玉東國中	6	2	2	2	110	56	54	21	19	23	22	12	13	28	14	14	11	5	2	3
15	花蓮縣	154503	縣立三民國中	6	2	2	2	115	73	42	30	11	19	18	24	13	35	21	14	6	8	1	3
15	花蓮縣	154504	縣立美崙國中	28	9	10	9	749	410	339	130	97	148	132	132	110	250	143	107	25	42	2	7
15	花蓮縣	154505	縣立花崗國中	51	17	17	17	"1,471"	766	705	229	224	266	232	271	249	520	287	233	35	81	5	10
15	花蓮縣	154506	縣立國風國中	61	19	21	21	"1,743"	894	849	277	273	306	281	311	295	598	314	284	50	94	2	13
15	花蓮縣	154507	縣立秀林國中	13	4	4	5	322	172	150	51	46	55	52	66	52	114	50	64	17	16	2	4
15	花蓮縣	154508	縣立新城國中	18	6	6	6	465	222	243	61	77	79	69	82	97	168	75	93	15	24	3	4
15	花蓮縣	154509	縣立吉安國中	15	5	5	5	396	197	199	60	60	65	70	72	69	143	78	65	12	24	2	6
15	花蓮縣	154510	縣立宜昌國中	34	10	12	12	964	496	468	151	128	177	155	168	185	317	157	160	35	54	3	7
15	花蓮縣	154511	縣立壽豐國中	11	3	4	4	282	149	133	45	39	52	39	52	55	100	51	49	9	16	2	3
15	花蓮縣	154512	縣立平和國中	7	2	3	2	155	79	76	20	20	33	25	26	31	68	38	30	9	9	1	3
15	花蓮縣	154513	縣立光復國中	14	4	5	5	308	170	138	41	35	64	44	65	59	116	67	49	17	20	3	6
15	花蓮縣	154514	縣立富源國中	5	1	2	2	93	48	45	9	10	17	14	22	21	28	15	13	7	7	-	2
15	花蓮縣	154515	縣立鳳林國中	13	4	4	5	300	148	152	48	37	53	49	47	66	146	79	67	15	15	1	7
15	花蓮縣	154516	縣立萬榮國中	6	2	2	2	83	48	35	17	15	11	12	20	8	25	13	12	5	9	1	1
15	花蓮縣	154517	縣立富里國中	10	3	3	4	218	106	112	36	35	29	33	41	44	70	36	34	10	14	3	1
15	花蓮縣	154518	縣立富北國中	6	2	2	2	67	41	26	15	5	18	12	8	9	30	14	16	7	9	1	1
15	花蓮縣	154519	縣立豐濱國中	6	2	2	2	77	37	40	9	10	14	15	14	15	30	17	13	7	10	2	2
15	花蓮縣	154520	縣立瑞穗國中	13	4	4	5	334	178	156	69	45	55	49	54	62	116	50	66	14	16	5	3
15	花蓮縣	154521	縣立東里國中	4	1	1	2	50	24	26	7	7	9	12	8	7	18	6	12	6	6	-	3
15	花蓮縣	154522	縣立自強國中	33	10	11	12	917	454	463	112	153	156	144	186	166	319	173	146	25	54	2	7
15	花蓮縣	154523	縣立化仁國中	16	5	5	6	426	234	192	59	54	77	61	98	77	122	73	49	15	23	3	5
16	澎湖縣	164501	縣立馬公國中	58	17	20	21	"1,597"	845	752	238	233	294	248	313	271	476	264	212	58	76	3	8
16	澎湖縣	164502	縣立中正國中	8	2	3	3	156	81	75	19	31	25	21	37	23	54	23	31	9	11	2	4
16	澎湖縣	164503	縣立澎南國中	6	2	2	2	108	59	49	22	14	19	15	18	20	37	22	15	11	5	1	3
16	澎湖縣	164504	縣立湖西國中	7	2	3	2	175	89	86	28	21	33	35	28	30	65	27	38	10	9	1	4
16	澎湖縣	164505	縣立志清國中	3	1	1	1	34	11	23	3	8	5	8	3	7	11	8	3	3	4	-	1
16	澎湖縣	164506	縣立鎮海國中	3	1	1	1	49	34	15	9	4	14	5	11	6	20	16	4	3	5	1	-
16	澎湖縣	164507	縣立白沙國中	3	1	1	1	59	28	31	13	11	5	9	10	11	23	9	14	5	4	-	1
16	澎湖縣	164508	縣立吉貝國中	3	1	1	1	28	23	5	5	1	9	-	9	4	10	6	4	6	2	-	1
16	澎湖縣	164509	縣立西嶼國中	7	2	3	2	156	81	75	18	22	39	31	24	22	45	22	23	10	7	2	2
16	澎湖縣	164510	縣立望安國中	3	1	1	1	20	11	9	7	3	2	2	2	4	6	1	5	4	6	2	-
16	澎湖縣	164511	縣立將澳國中	3	1	1	1	18	12	6	3	2	5	2	4	2	8	4	4	4	5	1	-
16	澎湖縣	164512	縣立七美國中	3	1	1	1	66	38	28	10	2	13	12	15	14	42	18	24	4	6	2	2
16	澎湖縣	164513	縣立文光國中	16	5	6	5	353	178	175	51	56	72	58	55	61	121	61	60	15	24	4	4
16	澎湖縣	164514	縣立鳥嶼國中	3	1	1	1	23	12	11	5	4	5	4	2	3	5	5	-	5	3	1	-
17	基隆市	173501	市立明德國中	26	7	10	9	675	354	321	97	71	122	122	135	128	224	114	110	19	48	4	6
17	基隆市	173502	市立銘傳國中	46	14	16	16	"1,318"	691	627	196	191	237	219	258	217	480	250	230	38	78	3	9
17	基隆市	173503	市立信義國中	19	5	7	7	442	250	192	64	36	91	76	95	80	149	81	68	8	42	1	8
17	基隆市	173505	市立中正國中	36	11	12	13	"1,024"	511	513	149	156	172	156	190	201	416	211	205	28	59	4	9
17	基隆市	173508	市立南榮國中	9	3	3	3	235	131	104	41	26	43	38	47	40	73	37	36	10	14	2	5
17	基隆市	173509	市立成功國中	17	5	5	7	404	165	239	34	64	51	61	80	114	76	35	41	15	30	1	8
17	基隆市	173510	市立正濱國中	11	3	4	4	248	139	109	44	26	46	42	49	41	83	47	36	8	21	3	6
17	基隆市	173512	市立建德國中	51	15	17	19	"1,453"	745	708	198	200	264	225	283	283	537	268	269	37	87	5	9
17	基隆市	173513	市立百福國中	30	9	11	10	847	426	421	130	103	153	152	143	166	275	145	130	28	44	-	10
17	基隆市	173515	市立碇內國中	28	8	10	10	800	414	386	123	109	141	139	150	138	307	156	151	15	49	-	9
17	基隆市	173516	市立武崙國中	31	10	10	11	907	486	421	129	125	173	137	184	159	297	151	146	25	53	1	7
18	新竹市	181501	私立矽谷國中(小)	5	2	2	1	89	43	46	18	18	10	20	15	8	15	11	4	3	8	1	6
18	新竹市	183501	市立建華國中	31	10	11	10	810	376	434	117	134	153	151	106	149	225	104	121	13	65	1	10
18	新竹市	183502	市立培英國中	75	25	25	25	"2,288"	"1,229"	"1,059"	381	340	408	357	440	362	770	404	366	40	126	2	13
18	新竹市	183503	市立光華國中	76	24	26	26	"2,129"	"1,119"	"1,010"	350	277	372	359	397	374	741	387	354	42	134	1	14
18	新竹市	183504	市立育賢國中	38	12	13	13	941	447	494	144	161	163	160	140	173	269	135	134	21	80	3	7
18	新竹市	183505	市立光武國中	39	12	14	13	"1,219"	688	531	218	171	225	195	245	165	393	213	180	27	75	1	9
18	新竹市	183508	市立南華國中	15	5	5	5	410	218	192	74	68	83	61	61	63	120	64	56	9	28	1	6
18	新竹市	183509	市立富禮國中	7	2	3	2	168	84	84	27	18	32	37	25	29	65	31	34	6	14	1	6
18	新竹市	183510	市立三民國中	75	23	26	26	"2,210"	"1,164"	"1,046"	355	303	416	347	393	396	785	390	395	36	126	3	12
18	新竹市	183511	市立內湖國中	11	3	4	4	251	134	117	31	27	49	41	54	49	63	32	31	7	21	2	5
18	新竹市	183512	市立虎林國中	25	7	9	9	682	347	335	95	95	140	110	112	130	237	132	105	17	40	1	9
18	新竹市	183514	市立新科國中	24	8	8	8	637	337	300	113	89	111	112	113	99	173	101	72	10	46	2	5
18	新竹市	183515	市立竹光國中	30	10	10	10	923	464	459	158	147	152	166	154	146	279	143	136	13	54	-	9
19	臺中市	191503	私立麗澤國中(小)	3	1	2	-	53	31	22	18	10	13	12	-	-	-	-	-	1	7	2	2
19	臺中市	193501	市立居仁國中	79	21	27	31	"2,370"	"1,234"	"1,136"	333	295	398	399	503	442	"1,004"	529	475	52	136	5	11
19	臺中市	193502	市立雙十國中	43	14	15	14	"1,223"	568	655	175	199	211	228	182	228	414	188	226	27	78	4	7
19	臺中市	193504	市立崇倫國中	37	13	12	12	"1,132"	602	530	211	171	198	184	193	175	332	170	162	18	63	1	6
19	臺中市	193505	市立大德國中	26	8	9	9	730	359	371	109	101	109	133	141	137	260	144	116	20	42	1	5
19	臺中市	193506	市立北新國中	67	21	22	24	"1,899"	982	917	291	275	320	308	371	334	695	349	346	45	110	1	14
19	臺中市	193507	市立東峰國中	15	4	6	5	397	212	185	58	50	84	68	70	67	120	65	55	9	30	2	5
19	臺中市	193508	市立黎明國中	47	15	16	16	"1,277"	736	541	205	164	268	176	263	201	424	244	180	48	72	1	12
19	臺中市	193509	市立光明國中	69	21	24	24	"2,102"	"1,018"	"1,084"	282	328	358	351	378	405	704	338	366	48	116	1	13
19	臺中市	193510	市立向上國中	46	14	16	16	"1,276"	722	554	219	150	250	196	253	208	471	264	207	27	88	1	13
19	臺中市	193511	市立育英國中	31	9	11	11	852	432	420	114	115	151	152	167	153	256	138	118	19	56	-	5
19	臺中市	193512	市立四育國中	29	9	9	11	804	445	359	133	105	136	101	176	153	266	151	115	23	49	2	6
19	臺中市	193514	市立五權國中	54	15	19	20	"1,522"	752	770	202	206	265	265	285	299	631	296	335	28	98	1	13
19	臺中市	193516	市立中山國中	23	7	8	8	594	307	287	96	93	104	95	107	99	182	100	82	18	39	2	6
19	臺中市	193517	市立崇德國中	51	17	17	17	"1,796"	903	893	271	273	321	318	311	302	628	309	319	32	77	3	8
19	臺中市	193518	市立立人國中	43	13	15	15	"1,275"	634	641	151	202	230	207	253	232	431	219	212	26	69	2	10
19	臺中市	193519	市立漢口國中	35	11	12	12	"1,028"	533	495	135	143	213	181	185	171	421	209	212	19	65	1	7
19	臺中市	193520	市立安和國中	41	12	14	15	"1,162"	568	594	158	165	196	205	214	224	466	234	232	32	68	1	11
19	臺中市	193521	市立至善國中	37	12	13	12	"1,024"	520	504	164	152	184	173	172	179	349	174	175	20	66	2	5
19	臺中市	193522	市立萬和國中	39	11	15	13	"1,066"	557	509	154	138	204	206	199	165	347	188	159	27	65	1	9
19	臺中市	193523	市立大業國中	48	16	16	16	"1,689"	894	795	256	228	314	287	324	280	560	271	289	34	74	-	12
19	臺中市	193524	市立三光國中	30	8	10	12	829	418	411	110	115	143	136	165	160	319	171	148	17	51	-	8
19	臺中市	193525	市立四張犁國中	30	10	10	10	877	459	418	168	114	147	129	144	175	315	173	142	19	49	2	6
19	臺中市	193526	市立福科國中	49	16	16	17	"1,731"	887	844	274	270	310	283	303	291	605	306	299	29	88	3	8
19	臺中市	193527	市立大墩國中	35	11	12	12	"1,112"	572	540	156	153	202	176	214	211	409	211	198	26	49	1	6
20	嘉義市	203501	市立大業國中	32	9	11	12	948	507	441	124	124	178	160	205	157	374	208	166	29	45	2	10
20	嘉義市	203502	市立北興國中	73	21	25	27	"2,124"	"1,295"	829	338	246	447	264	510	319	763	458	305	54	124	1	15
20	嘉義市	203503	市立嘉義國中	49	14	17	18	"1,446"	61	"1,385"	18	376	17	475	26	534	469	12	457	27	90	2	12
20	嘉義市	203504	市立南興國中	25	9	8	8	733	374	359	118	131	127	125	129	103	200	116	84	18	40	1	7
20	嘉義市	203505	市立民生國中	68	22	22	24	"2,280"	"1,216"	"1,064"	364	279	405	357	447	428	825	441	384	51	106	2	12
20	嘉義市	203506	市立玉山國中	38	12	13	13	"1,136"	623	513	191	143	222	189	210	181	378	189	189	25	62	1	10
20	嘉義市	203507	市立蘭潭國中	24	8	8	8	684	626	58	202	19	211	23	213	16	212	190	22	21	43	3	6
20	嘉義市	203508	市立北園國中	20	6	7	7	612	321	291	92	82	115	99	114	110	175	98	77	19	30	1	6
21	臺南市	213501	市立後甲國中	83	25	29	29	"2,400"	"1,295"	"1,105"	362	357	463	379	470	369	986	531	455	39	138	3	12
21	臺南市	213502	市立忠孝國中	50	15	17	18	"1,389"	737	652	221	191	252	210	264	251	487	252	235	30	76	3	10
21	臺南市	213504	市立大成國中	37	11	14	12	994	533	461	161	128	201	174	171	159	373	189	184	22	62	2	8
21	臺南市	213505	市立金城國中	40	13	13	14	"1,115"	595	520	179	162	194	167	222	191	347	168	179	26	64	-	11
21	臺南市	213506	市立民德國中	75	22	27	26	"2,164"	"1,119"	"1,045"	320	314	392	364	407	367	738	388	350	42	119	3	10
21	臺南市	213507	市立成功國中	6	2	2	2	144	69	75	18	20	20	32	31	23	54	25	29	5	12	1	2
21	臺南市	213508	市立延平國中	19	6	7	6	434	207	227	59	61	71	86	77	80	120	64	56	12	32	1	7
21	臺南市	213509	市立建興國中	58	18	21	19	"1,701"	"1,138"	563	347	182	402	200	389	181	580	413	167	24	105	-	13
21	臺南市	213510	市立中山國中	42	12	14	16	"1,165"	399	766	111	217	139	255	149	294	370	100	270	24	63	1	8
21	臺南市	213511	市立安平國中	49	14	18	17	"1,366"	702	664	209	180	234	248	259	236	479	228	251	34	70	-	11
21	臺南市	213512	市立安南國中	44	14	15	15	"1,276"	654	622	203	204	215	212	236	206	404	230	174	28	68	2	9
21	臺南市	213513	市立安順國中	30	8	11	11	766	365	401	110	109	137	132	118	160	270	151	119	18	49	-	9
21	臺南市	213514	市立復興國中	96	29	34	33	"2,719"	"1,467"	"1,252"	456	346	523	444	488	462	814	430	384	51	156	2	13
21	臺南市	213515	市立新興國中	35	9	12	14	942	482	460	139	111	158	153	185	196	358	177	181	21	54	-	10
21	臺南市	213517	市立文賢國中	33	9	11	13	945	478	467	119	128	174	137	185	202	361	183	178	21	50	-	10
21	臺南市	213518	市立崇明國中	75	22	26	27	"2,068"	"1,134"	934	325	264	400	318	409	352	794	412	382	35	126	3	11
21	臺南市	213519	市立和順國中	35	11	12	12	970	492	478	148	139	152	175	192	164	335	167	168	25	50	3	6
21	臺南市	213520	市立海佃國中	44	14	15	15	"1,270"	655	615	193	189	227	202	235	224	408	221	187	25	65	4	6
30	臺北市	313501	市立介壽國中	70	22	24	24	"1,993"	"1,091"	902	296	266	392	316	403	320	734	392	342	40	121	6	18
30	臺北市	313502	市立民生國中	30	10	10	10	893	441	452	124	134	148	154	169	164	311	157	154	23	52	2	13
30	臺北市	313504	市立中山國中	25	8	8	9	795	390	405	103	136	127	127	160	142	245	108	137	15	49	3	11
30	臺北市	313505	市立敦化國中	72	24	24	24	"2,289"	"1,209"	"1,080"	368	319	411	379	430	382	846	473	373	43	127	4	19
30	臺北市	323502	市立興雅國中	48	16	16	16	"1,520"	799	721	277	248	235	227	287	246	535	299	236	31	85	1	18
30	臺北市	323503	市立永吉國中	32	10	10	12	784	435	349	124	95	156	127	155	127	266	133	133	17	68	-	17
30	臺北市	323504	市立瑠公國中	36	12	12	12	957	503	454	151	102	188	163	164	189	317	178	139	31	57	2	15
30	臺北市	323505	市立信義國中	48	16	16	16	"1,179"	651	528	172	136	225	212	254	180	386	212	174	33	76	4	14
30	臺北市	331502	私立立人國中(小)	5	1	2	2	123	79	44	19	8	30	22	30	14	27	19	8	5	7	4	7
30	臺北市	333501	市立仁愛國中	78	24	27	27	"2,102"	"1,065"	"1,037"	308	265	349	398	408	374	753	388	365	40	139	5	20
30	臺北市	333502	市立大安國中	57	18	19	20	"1,458"	836	622	236	167	290	203	310	252	520	273	247	38	92	3	18
30	臺北市	333504	市立芳和國中	18	6	6	6	384	186	198	52	57	64	69	70	72	143	73	70	19	64	-	13
30	臺北市	333505	市立金華國中	80	27	26	27	"2,380"	"1,228"	"1,152"	392	319	390	404	446	429	831	421	410	45	141	4	20
30	臺北市	333506	市立懷生國中	24	8	8	8	633	316	317	85	76	119	107	112	134	256	139	117	17	45	-	13
30	臺北市	333507	市立民族國中	12	4	4	4	348	187	161	53	50	60	53	74	58	100	47	53	12	24	1	12
30	臺北市	333508	市立龍門國中	48	16	16	16	"1,545"	831	714	259	233	276	229	296	252	502	270	232	25	92	3	17
30	臺北市	343502	市立長安國中	30	8	11	11	713	366	347	104	97	124	105	138	145	258	143	115	20	56	1	13
30	臺北市	343504	市立北安國中	26	8	9	9	676	299	377	80	86	110	160	109	131	246	111	135	17	50	2	12
30	臺北市	343505	市立新興國中	16	5	5	6	338	172	166	40	39	61	56	71	71	120	72	48	17	34	3	10
30	臺北市	343506	市立五常國中	15	4	5	6	346	173	173	56	50	54	58	63	65	121	61	60	13	33	2	9
30	臺北市	343507	市立濱江國中	12	3	4	5	242	134	108	37	32	46	27	51	49	93	43	50	11	29	1	12
30	臺北市	353501	市立螢橋國中	23	7	8	8	568	292	276	68	73	111	89	113	114	230	105	125	23	41	2	11
30	臺北市	353502	市立古亭國中	23	7	8	8	598	296	302	85	100	98	95	113	107	204	98	106	15	47	3	11
30	臺北市	353503	市立南門國中	53	17	18	18	"1,527"	782	745	256	220	270	264	256	261	541	268	273	29	100	1	18
30	臺北市	353504	市立弘道國中	53	17	18	18	"1,503"	773	730	215	223	268	248	290	259	560	289	271	35	88	3	18
30	臺北市	353505	市立中正國中	69	23	23	23	"2,268"	"1,213"	"1,055"	390	363	414	341	409	351	795	423	372	36	126	5	18
30	臺北市	363501	市立建成國中	28	8	10	10	701	345	356	90	85	93	120	162	151	286	141	145	20	51	-	15
30	臺北市	363502	市立忠孝國中	24	8	8	8	740	408	332	121	101	138	114	149	117	274	137	137	23	43	2	12
