國民中學校別資料																							
103 學年度 SY2014-2015																							
縣市代碼	縣市名稱	學校代碼	學校名稱	班級數	7年級	8年級	9年級	學生數	男學生	女學生	7年級男	7年級女	8年級男	8年級女	9年級男	9年級女	上學年畢業生	上學年男畢業生	上學年女畢業生	男專任教師	女專任教師	男職員	女職員
05	苗栗縣	054532	縣立建國國中	47	14	17	16	"1,278"	668	610	192	183	235	226	241	201	445	209	236	33	69	2	7
05	苗栗縣	054534	縣立福興武術國中(小)	6	2	2	2	90	71	19	22	9	26	6	23	4	24	17	7	5	10	2	4
06	臺中市	064501	市立豐原國中	52	16	19	17	"1,379"	706	673	209	211	253	255	244	207	468	225	243	41	82	1	9
06	臺中市	064502	市立豐東國中	73	23	25	25	"2,205"	"1,135"	"1,070"	341	350	394	351	400	369	788	416	372	52	113	1	12
06	臺中市	064503	市立豐南國中	71	21	25	25	"2,159"	"1,072"	"1,087"	310	314	367	385	395	388	805	410	395	53	110	3	11
06	臺中市	064504	市立潭子國中	30	8	11	11	876	465	411	126	108	154	145	185	158	296	153	143	19	51	3	5
06	臺中市	064505	市立大雅國中	61	18	21	22	"1,663"	839	824	248	232	290	288	301	304	593	302	291	53	100	-	10
06	臺中市	064506	市立神岡國中	28	10	9	9	804	417	387	149	128	133	127	135	132	237	125	112	18	46	3	6
06	臺中市	064507	市立后里國中	35	10	12	13	995	503	492	141	141	183	159	179	192	332	185	147	31	50	1	8
06	臺中市	064509	市立外埔國中	26	8	10	8	678	358	320	103	99	139	129	116	92	217	122	95	23	39	1	7
06	臺中市	064510	市立大甲國中	63	19	23	21	"1,761"	914	847	284	246	312	315	318	286	536	265	271	51	98	4	7
06	臺中市	064511	市立日南國中	35	11	12	12	995	513	482	162	155	175	162	176	165	359	188	171	23	58	1	9
06	臺中市	064512	市立大安國中	12	3	4	5	284	149	135	31	25	53	48	65	62	114	48	66	11	17	-	7
06	臺中市	064513	市立清水國中	77	25	26	26	"2,287"	"1,164"	"1,123"	371	368	387	372	406	383	712	351	361	52	101	2	11
06	臺中市	064514	市立清泉國中	22	7	7	8	532	293	239	89	74	95	81	109	84	172	90	82	21	34	5	2
06	臺中市	064515	市立沙鹿國中	60	21	19	20	"1,680"	901	779	294	266	305	248	302	265	615	312	303	45	90	2	10
06	臺中市	064516	市立梧棲國中	32	11	10	11	875	415	460	129	143	129	146	157	171	259	135	124	32	42	2	7
06	臺中市	064517	市立龍井國中	25	8	8	9	680	335	345	101	109	113	115	121	121	206	113	93	20	39	1	7
06	臺中市	064518	市立四箴國中	36	11	13	12	967	477	490	151	145	161	181	165	164	310	144	166	23	63	3	5
06	臺中市	064519	市立大道國中	54	16	19	19	"1,459"	775	684	236	208	268	237	271	239	473	256	217	41	89	3	8
06	臺中市	064520	市立烏日國中	16	5	6	5	408	188	220	63	69	70	69	55	82	116	56	60	11	28	-	6
06	臺中市	064521	市立溪南國中	15	5	5	5	409	205	204	63	63	70	71	72	70	144	77	67	14	19	2	5
06	臺中市	064522	市立霧峰國中	25	8	9	8	672	332	340	93	102	124	110	115	128	242	122	120	17	42	1	6
06	臺中市	064523	市立光復國中(小)	32	10	11	11	"1,051"	576	475	199	136	194	174	183	165	281	152	129	30	42	2	7
06	臺中市	064525	市立太平國中	46	13	17	16	"1,297"	689	608	191	172	262	236	236	200	453	223	230	31	73	1	9
06	臺中市	064526	市立中平國中	42	11	15	16	"1,116"	571	545	151	149	207	186	213	210	391	204	187	36	63	3	7
06	臺中市	064527	市立石岡國中	20	6	7	7	531	290	241	84	82	107	71	99	88	235	130	105	15	32	2	6
06	臺中市	064529	市立東勢國中	48	15	16	17	"1,406"	729	677	225	209	220	235	284	233	517	261	256	42	70	4	8
06	臺中市	064530	市立東華國中	9	3	3	3	165	88	77	31	25	25	27	32	25	47	23	24	9	15	1	3
06	臺中市	064531	市立東新國中	12	4	4	4	234	120	114	39	37	36	36	45	41	67	36	31	7	24	3	3
06	臺中市	064532	市立成功國中	71	21	26	24	"2,041"	"1,048"	993	317	279	366	379	365	335	743	383	360	39	104	3	10
06	臺中市	064533	市立和平國中	6	2	2	2	72	29	43	9	11	8	14	12	18	19	11	8	8	7	2	2
06	臺中市	064534	市立北勢國中	21	7	7	7	583	340	243	101	78	113	83	126	82	211	122	89	20	32	2	5
06	臺中市	064535	市立鹿寮國中	32	10	11	11	918	473	445	139	128	155	166	179	151	287	139	148	20	52	-	8
06	臺中市	064537	市立光榮國中	78	23	27	28	"2,292"	"1,181"	"1,111"	331	326	386	392	464	393	819	400	419	60	120	-	14
06	臺中市	064538	市立潭秀國中	55	17	18	20	"1,585"	791	794	255	221	247	270	289	303	525	260	265	38	88	4	7
06	臺中市	064539	市立順天國中	45	15	15	15	"1,219"	646	573	197	185	221	200	228	188	414	191	223	32	70	1	7
06	臺中市	064540	市立清海國中	6	2	2	2	140	67	73	24	20	20	29	23	24	60	30	30	10	5	1	4
06	臺中市	064541	市立大華國中	68	22	23	23	"2,057"	"1,074"	983	312	331	414	320	348	332	681	367	314	50	107	2	10
06	臺中市	064543	市立新光國中	57	17	19	21	"1,672"	869	803	254	238	294	272	321	293	668	356	312	34	92	3	9
06	臺中市	064544	市立光正國中	31	9	11	11	883	437	446	125	123	150	169	162	154	296	144	152	24	46	1	8
06	臺中市	064545	市立豐陽國中	30	9	11	10	796	403	393	128	115	138	149	137	129	227	107	120	30	43	1	7
06	臺中市	064546	市立光德國中	47	15	16	16	"1,428"	728	700	200	222	261	227	267	251	493	252	241	34	73	2	11
06	臺中市	064547	市立立新國中	24	7	7	10	611	336	275	88	77	112	90	136	108	179	99	80	21	39	2	6
06	臺中市	064548	市立爽文國中	46	14	15	17	"1,346"	690	656	183	198	237	213	270	245	522	258	264	28	74	2	10
06	臺中市	064549	市立公明國中	12	4	4	4	301	177	124	59	37	55	36	63	51	102	58	44	15	15	2	3
06	臺中市	064550	市立龍津國中	27	8	10	9	734	373	361	111	103	133	134	129	124	225	112	113	18	48	3	4
06	臺中市	064551	市立神圳國中	26	8	9	9	696	377	319	137	80	104	124	136	115	260	127	133	18	44	3	5
06	臺中市	064552	市立梨山國中(小)	6	2	2	2	60	34	26	10	4	8	14	16	8	16	10	6	4	11	3	1
07	彰化縣	074501	縣立北斗國中	41	12	15	14	"1,204"	609	595	176	177	221	209	212	209	366	183	183	32	63	2	8
07	彰化縣	074502	縣立鹿港國中	62	21	21	20	"1,858"	967	891	312	312	323	297	332	282	610	327	283	46	95	5	9
07	彰化縣	074503	縣立鹿鳴國中	33	11	11	11	924	466	458	144	146	160	165	162	147	277	149	128	36	39	1	7
07	彰化縣	074504	縣立線西國中	20	7	7	6	573	304	269	107	92	100	101	97	76	213	106	107	20	25	1	7
07	彰化縣	074505	縣立陽明國中	72	23	24	25	"2,044"	"1,050"	994	322	287	342	321	386	386	893	459	434	56	106	4	12
07	彰化縣	074506	縣立彰安國中	41	12	14	15	"1,122"	552	570	161	167	189	189	202	214	424	200	224	31	64	4	9
07	彰化縣	074507	縣立彰德國中	30	10	10	10	826	446	380	128	117	163	132	155	131	292	159	133	15	52	4	9
07	彰化縣	074509	縣立芬園國中	18	6	6	6	492	246	246	79	78	86	83	81	85	131	64	67	16	26	4	4
07	彰化縣	074510	縣立員林國中	57	19	18	20	"1,672"	891	781	301	248	267	268	323	265	508	257	251	44	82	1	12
07	彰化縣	074511	縣立明倫國中	36	10	13	13	"1,016"	537	479	159	131	177	166	201	182	359	199	160	24	58	3	10
07	彰化縣	074512	縣立萬興國中	9	3	3	3	196	110	86	35	29	41	26	34	31	62	29	33	7	16	2	5
07	彰化縣	074514	縣立竹塘國中	27	8	9	10	767	411	356	117	97	143	120	151	139	228	116	112	29	30	2	6
07	彰化縣	074515	縣立大城國中	15	5	5	5	400	194	206	59	71	72	67	63	68	145	80	65	13	22	3	5
07	彰化縣	074516	縣立草湖國中	16	5	5	6	437	236	201	68	61	78	75	90	65	161	98	63	14	23	2	6
07	彰化縣	074517	縣立芳苑國中	9	3	3	3	223	125	98	38	41	42	34	45	23	45	19	26	9	15	2	2
07	彰化縣	074518	縣立溪湖國中	58	18	20	20	"1,670"	903	767	277	231	319	270	307	266	533	281	252	57	74	1	12
07	彰化縣	074519	縣立埔鹽國中	25	7	9	9	671	341	330	79	108	139	106	123	116	227	110	117	25	29	2	8
07	彰化縣	074520	縣立埔心國中	23	7	8	8	632	349	283	109	75	108	109	132	99	212	111	101	19	34	2	7
07	彰化縣	074521	縣立福興國中	49	14	17	18	"1,417"	766	651	204	194	282	201	280	256	553	295	258	42	66	6	6
07	彰化縣	074522	縣立秀水國中	61	18	21	22	"1,800"	909	891	268	273	306	309	335	309	616	319	297	40	94	2	11
07	彰化縣	074524	縣立伸港國中	43	14	14	15	"1,284"	686	598	195	202	233	192	258	204	460	242	218	43	50	3	10
07	彰化縣	074525	縣立大村國中	24	7	9	8	668	342	326	106	86	125	110	111	130	250	122	128	20	35	2	7
07	彰化縣	074526	縣立花壇國中	33	11	11	11	916	449	467	152	142	150	155	147	170	289	149	140	28	48	2	10
07	彰化縣	074527	縣立永靖國中	45	14	16	15	"1,310"	706	604	226	177	247	217	233	210	439	229	210	39	59	3	10
07	彰化縣	074529	縣立二水國中	10	3	4	3	287	169	118	54	35	66	43	49	40	81	35	46	11	14	2	4
07	彰化縣	074530	縣立社頭國中	43	12	15	16	"1,282"	624	658	167	185	219	229	238	244	449	229	220	34	60	4	9
07	彰化縣	074531	縣立田尾國中	31	10	11	10	862	448	414	140	125	155	162	153	127	312	153	159	19	50	3	7
07	彰化縣	074532	縣立溪州國中	18	6	6	6	524	274	250	93	76	94	86	87	88	164	81	83	21	19	1	7
07	彰化縣	074533	縣立溪陽國中	12	4	4	4	342	176	166	61	59	57	52	58	55	115	53	62	11	19	1	6
07	彰化縣	074534	縣立埤頭國中	35	11	11	13	997	550	447	187	128	170	135	193	184	324	161	163	29	48	3	8
07	彰化縣	074535	縣立和群國中	32	10	11	11	878	454	424	144	138	154	132	156	154	244	132	112	30	42	3	6
07	彰化縣	074536	縣立大同國中	85	24	30	31	"2,518"	"1,268"	"1,250"	335	360	463	435	470	455	895	458	437	63	123	4	13
07	彰化縣	074537	縣立原斗國中	6	2	2	2	115	56	59	16	20	22	22	18	17	44	23	21	6	10	1	3
07	彰化縣	074538	縣立彰興國中	54	18	18	18	"1,837"	960	877	296	281	332	305	332	291	565	299	266	42	82	3	10
07	彰化縣	074540	縣立彰泰國中	69	22	23	24	"2,411"	"1,293"	"1,118"	403	347	404	410	486	361	663	344	319	38	113	2	9
07	彰化縣	074541	縣立信義國中(小)	16	5	6	5	440	243	197	70	56	89	74	84	67	134	63	71	14	22	2	7
08	南投縣	081502	私立均頭國中(小)	13	4	4	5	428	296	132	94	38	93	47	109	47	146	104	42	9	17	4	4
08	南投縣	084501	縣立南投國中	45	13	16	16	"1,288"	667	621	180	184	239	202	248	235	492	246	246	40	66	6	8
08	南投縣	084502	縣立南崗國中	43	13	15	15	"1,167"	600	567	182	153	198	228	220	186	360	172	188	44	53	2	9
08	南投縣	084503	縣立中興國中	64	22	20	22	"1,818"	974	844	342	272	312	270	320	302	541	306	235	45	95	2	12
08	南投縣	084504	縣立鳳鳴國中	6	2	2	2	131	58	73	18	26	19	23	21	24	29	21	8	9	5	-	3
08	南投縣	084505	縣立埔里國中	61	19	21	21	"1,672"	895	777	255	232	296	265	344	280	627	336	291	48	92	1	13
08	南投縣	084506	縣立大成國中	27	8	9	10	733	401	332	117	94	147	110	137	128	257	131	126	23	40	3	6
08	南投縣	084507	縣立宏仁國中	36	12	12	12	"1,125"	568	557	195	187	184	184	189	186	316	174	142	34	52	2	8
08	南投縣	084508	縣立草屯國中	57	19	19	19	"1,617"	811	806	247	278	279	247	285	281	489	258	231	38	91	3	10
08	南投縣	084510	縣立日新國中	13	4	4	5	359	199	160	53	47	64	47	82	66	118	69	49	10	19	-	7
08	南投縣	084511	縣立竹山國中	28	9	10	9	801	435	366	128	117	150	133	157	116	273	157	116	30	41	-	9
08	南投縣	084512	縣立延和國中	33	10	12	11	944	483	461	150	125	173	171	160	165	320	177	143	30	46	3	9
08	南投縣	084513	縣立社寮國中	5	1	2	2	99	49	50	17	8	18	19	14	23	47	22	25	4	8	-	2
08	南投縣	084514	縣立瑞竹國中	3	1	1	1	73	33	40	8	10	12	15	13	15	25	17	8	6	6	-	2
08	南投縣	084515	縣立集集國中	10	3	4	3	232	109	123	24	36	52	49	33	38	86	44	42	10	16	1	5
08	南投縣	084516	縣立名間國中	20	6	7	7	556	315	241	90	82	106	88	119	71	204	96	108	21	27	2	7
08	南投縣	084517	縣立三光國中	12	4	4	4	268	155	113	46	41	56	34	53	38	86	48	38	14	16	2	3
08	南投縣	084518	縣立鹿谷國中	9	3	3	3	210	95	115	28	34	23	39	44	42	72	32	40	10	14	1	4
08	南投縣	084519	縣立瑞峰國中	3	1	1	1	45	20	25	5	5	8	12	7	8	21	13	8	3	8	2	1
08	南投縣	084520	縣立中寮國中	8	2	3	3	187	107	80	31	20	37	35	39	25	41	22	19	7	11	2	4
08	南投縣	084521	縣立爽文國中	6	2	2	2	117	62	55	23	15	17	17	22	23	32	18	14	9	8	-	2
08	南投縣	084522	縣立魚池國中	9	3	3	3	224	119	105	33	32	43	33	43	40	62	26	36	4	19	1	5
08	南投縣	084523	縣立明潭國中	3	1	1	1	37	26	11	11	3	10	3	5	5	10	3	7	5	7	-	3
08	南投縣	084524	縣立國姓國中	12	4	4	4	298	167	131	61	46	50	39	56	46	97	52	45	14	16	1	4
08	南投縣	084525	縣立北梅國中	6	2	2	2	83	43	40	14	15	15	13	14	12	29	15	14	4	10	-	3
08	南投縣	084526	縣立北山國中	7	3	2	2	148	85	63	30	26	33	17	22	20	40	23	17	8	8	1	2
08	南投縣	084527	縣立水里國中	19	6	7	6	550	279	271	84	74	100	105	95	92	181	85	96	18	30	3	5
08	南投縣	084528	縣立民和國中	6	2	2	2	131	64	67	20	18	27	20	17	29	40	12	28	6	13	2	1
08	南投縣	084529	縣立信義國中	6	2	2	2	122	61	61	17	27	17	25	27	9	31	19	12	6	11	1	2
08	南投縣	084530	縣立同富國中	8	2	3	3	192	113	79	24	21	45	24	44	34	83	45	38	11	13	1	5
08	南投縣	084531	縣立仁愛國中	6	2	2	2	126	68	58	29	25	18	14	21	19	44	19	25	8	9	2	5
08	南投縣	084532	縣立營北國中	23	7	9	7	651	320	331	92	89	123	127	105	115	332	172	160	16	33	3	6
09	雲林縣	091502	私立淵明國中	30	10	10	10	866	526	340	168	116	180	110	178	114	284	168	116	28	34	1	6
09	雲林縣	091503	私立東南國中(代用)	54	18	18	18	"1,551"	60	"1,491"	21	471	19	507	20	513	535	24	511	50	59	2	10
09	雲林縣	091505	私立福智國中	14	6	4	4	556	269	287	111	124	86	82	72	81	147	76	71	7	26	6	7
09	雲林縣	094502	縣立東明國中	15	5	5	5	428	223	205	75	70	73	55	75	80	142	64	78	16	29	1	7
09	雲林縣	094503	縣立大埤國中	15	4	6	5	401	205	196	58	61	75	60	72	75	142	66	76	14	21	1	7
09	雲林縣	094504	縣立飛沙國中	11	3	4	4	267	139	128	35	36	54	51	50	41	81	49	32	8	20	3	1
09	雲林縣	094505	縣立四湖國中	9	2	3	4	240	131	109	25	34	48	40	58	35	72	35	37	10	14	2	2
09	雲林縣	094506	縣立水林國中	15	5	5	5	411	225	186	73	64	82	61	70	61	130	70	60	14	23	3	5
09	雲林縣	094508	縣立二崙國中	27	9	9	9	760	459	301	140	88	147	117	172	96	241	143	98	23	39	4	6
09	雲林縣	094509	縣立褒忠國中	9	3	3	3	230	126	104	43	33	36	35	47	36	81	56	25	13	10	2	2
09	雲林縣	094510	縣立莿桐國中	19	5	7	7	535	300	235	68	65	117	87	115	83	162	97	65	16	29	2	6
09	雲林縣	094511	縣立崙背國中	28	9	9	10	794	424	370	121	101	148	126	155	143	303	168	135	24	40	-	11
09	雲林縣	094512	縣立古坑國中	14	4	5	5	330	169	161	51	43	67	61	51	57	102	51	51	14	22	1	6
09	雲林縣	094513	縣立東勢國中	12	4	4	4	307	175	132	51	44	60	39	64	49	100	46	54	13	16	2	5
09	雲林縣	094514	縣立元長國中	12	4	4	4	306	166	140	53	46	64	44	49	50	101	56	45	11	19	3	4
09	雲林縣	094515	縣立斗六國中	68	22	23	23	"2,041"	"1,072"	969	323	307	364	325	385	337	690	360	330	55	99	-	14
09	雲林縣	094516	縣立雲林國中	40	11	14	15	"1,118"	562	556	134	144	201	186	227	226	366	189	177	27	66	2	12
09	雲林縣	094517	縣立虎尾國中	15	5	5	5	372	206	166	63	58	69	56	74	52	142	85	57	15	23	1	7
09	雲林縣	094518	縣立崇德國中	44	14	16	14	"1,340"	717	623	217	207	263	208	237	208	382	215	167	38	62	1	11
09	雲林縣	094519	縣立西螺國中	27	8	9	10	755	712	43	210	11	249	19	253	13	231	222	9	35	30	2	8
09	雲林縣	094520	縣立北港國中	26	8	8	10	707	362	345	105	108	120	108	137	129	275	152	123	27	31	2	8
09	雲林縣	094521	縣立建國國中	45	13	17	15	"1,337"	696	641	189	192	249	241	258	208	458	251	207	38	62	3	9
09	雲林縣	094522	縣立宜梧國中	6	2	2	2	154	70	84	23	30	18	27	29	27	72	47	25	6	11	-	3
09	雲林縣	094523	縣立口湖國中	13	4	5	4	302	142	160	38	56	54	43	50	61	86	43	43	14	17	2	4
09	雲林縣	094524	縣立臺西國中	15	5	5	5	459	231	228	63	65	80	80	88	83	160	81	79	17	21	2	5
09	雲林縣	094525	縣立土庫國中	32	10	11	11	914	478	436	136	133	169	148	173	155	273	130	143	28	44	2	9
09	雲林縣	094526	縣立蔦松國中	12	4	4	4	241	112	129	45	38	31	44	36	47	66	34	32	10	19	2	6
09	雲林縣	094527	縣立東和國中	12	4	4	4	322	157	165	50	46	49	58	58	61	122	65	57	11	18	-	8
09	雲林縣	094528	縣立馬光國中	15	5	5	5	389	251	138	89	42	86	47	76	49	111	61	50	11	27	2	5
09	雲林縣	094529	縣立石榴國中	14	4	5	5	388	185	203	44	64	62	63	79	76	152	78	74	18	15	3	5
09	雲林縣	094530	縣立林內國中	12	4	4	4	319	185	134	66	45	53	42	66	47	84	51	33	13	17	2	3
09	雲林縣	094543	縣立東仁國中	15	5	5	5	506	233	273	73	86	77	98	83	89	179	79	100	13	25	2	5
09	雲林縣	094544	縣立樟湖生態國中(小)	5	2	2	1	74	48	26	23	13	14	10	11	3	3	1	2	5	8	2	2
10	嘉義縣	104501	縣立朴子國中	32	10	11	11	961	-	961	-	294	-	338	-	329	340	-	340	21	52	2	8
10	嘉義縣	104502	縣立東石國中	35	11	12	12	"1,006"	982	24	319	8	319	14	344	2	301	299	2	24	57	1	9
10	嘉義縣	104503	縣立布袋國中	9	3	3	3	192	93	99	28	27	34	40	31	32	51	29	22	11	14	1	2
10	嘉義縣	104504	縣立過溝國中	9	3	3	3	258	146	112	55	38	45	33	46	41	90	54	36	10	14	-	3
10	嘉義縣	104505	縣立大林國中	32	10	11	11	877	459	418	155	123	156	154	148	141	285	161	124	25	50	3	6
10	嘉義縣	104506	縣立新港國中	54	18	18	18	"1,717"	929	788	277	250	304	292	348	246	555	289	266	44	81	3	8
10	嘉義縣	104507	縣立民雄國中	65	20	23	22	"1,814"	962	852	292	260	359	305	311	287	588	307	281	48	95	1	11
10	嘉義縣	104508	縣立大吉國中	15	5	5	5	448	240	208	80	59	70	89	90	60	122	66	56	11	25	-	3
10	嘉義縣	104509	縣立六嘉國中	12	4	4	4	257	138	119	46	42	61	38	31	39	70	40	30	9	19	2	2
10	嘉義縣	104511	縣立太保國中	20	6	7	7	466	263	203	74	73	98	61	91	69	168	87	81	17	31	1	6
10	嘉義縣	104512	縣立嘉新國中	14	4	5	5	385	190	195	47	61	74	60	69	74	109	52	57	20	15	1	3
10	嘉義縣	104513	縣立溪口國中	10	3	3	4	224	125	99	39	31	38	31	48	37	73	36	37	9	17	-	4
10	嘉義縣	104514	縣立鹿草國中	13	5	4	4	369	192	177	56	57	66	51	70	69	126	65	61	13	18	1	3
10	嘉義縣	104515	縣立東榮國中	9	3	3	3	212	130	82	38	27	37	30	55	25	71	35	36	11	13	-	3
10	嘉義縣	104516	縣立水上國中	27	8	9	10	702	346	356	86	124	125	114	135	118	211	108	103	26	38	4	5
10	嘉義縣	104517	縣立忠和國中	17	6	6	5	457	243	214	71	70	93	71	79	73	160	80	80	13	30	2	4
10	嘉義縣	104518	縣立中埔國中	24	7	8	9	600	318	282	91	89	102	105	125	88	239	114	125	20	38	1	6
10	嘉義縣	104520	縣立昇平國中	9	3	3	3	240	138	102	42	24	49	38	47	40	98	53	45	8	13	1	4
10	嘉義縣	104521	縣立義竹國中	20	6	7	7	578	318	260	96	80	114	102	108	78	145	75	70	17	31	1	4
10	嘉義縣	104522	縣立民和國中	11	3	4	4	208	131	77	33	22	48	34	50	21	70	40	30	13	28	1	4
10	嘉義縣	104523	縣立梅山國中	16	6	5	5	382	202	180	56	58	75	57	71	65	116	54	62	15	24	1	4
10	嘉義縣	104524	縣立大埔國中	3	1	1	1	70	31	39	12	14	10	11	9	14	26	13	13	6	5	-	2
10	嘉義縣	104526	縣立阿里山國中(小)	3	1	1	1	74	30	44	10	7	12	18	8	19	23	17	6	5	6	1	4
11	臺南市	111501	私立城光國中	3	1	1	1	45	33	12	4	3	19	4	10	5	30	23	7	7	3	2	3
11	臺南市	111502	私立昭明國中(代用)	27	9	9	9	861	473	388	152	117	140	139	181	132	373	201	172	26	29	4	5
11	臺南市	114501	市立仁德國中	33	10	11	12	901	512	389	141	123	182	132	189	134	321	167	154	16	60	2	7
11	臺南市	114502	市立仁德文賢國中	11	3	4	4	282	140	142	38	37	50	46	52	59	84	50	34	10	14	-	4
11	臺南市	114503	市立歸仁國中	68	21	24	23	"1,958"	"1,037"	921	322	263	348	328	367	330	740	379	361	45	103	2	11
11	臺南市	114504	市立關廟國中	31	9	12	10	860	449	411	129	116	158	176	162	119	276	154	122	17	49	1	8
11	臺南市	114505	市立永康國中	74	23	26	25	"2,156"	"1,077"	"1,079"	329	319	353	367	395	393	736	361	375	47	116	-	14
11	臺南市	114508	市立龍崎國中	3	1	1	1	57	37	20	10	6	16	4	11	10	20	14	6	4	5	-	3
11	臺南市	114509	市立新化國中	39	11	13	15	"1,048"	544	504	134	138	198	189	212	177	399	212	187	26	61	3	8
11	臺南市	114510	市立善化國中	33	10	12	11	922	485	437	153	119	178	153	154	165	268	134	134	22	48	3	6
11	臺南市	114511	市立玉井國中	15	4	5	6	415	206	209	61	59	70	79	75	71	151	92	59	8	28	3	4
11	臺南市	114512	市立山上國中	6	2	2	2	114	61	53	17	19	22	17	22	17	40	24	16	10	5	-	4
11	臺南市	114513	市立安定國中	24	8	8	8	690	344	346	112	110	102	121	130	115	212	97	115	22	29	2	6
11	臺南市	114514	市立楠西國中	9	3	3	3	231	118	113	28	30	43	37	47	46	73	41	32	14	7	1	4
11	臺南市	114515	市立新市國中	31	9	10	12	864	416	448	122	135	139	146	155	167	272	126	146	25	46	-	9
11	臺南市	114516	市立南化國中	6	2	2	2	109	60	49	15	15	19	15	26	19	36	20	16	8	7	-	4
11	臺南市	114517	市立左鎮國中	3	1	1	1	64	36	28	6	5	15	13	15	10	29	17	12	4	5	1	2
11	臺南市	114518	市立麻豆國中	47	13	17	17	"1,280"	632	648	170	181	209	213	253	254	466	215	251	39	70	2	10
11	臺南市	114519	市立下營國中	17	5	7	5	432	216	216	67	70	83	74	66	72	154	80	74	16	22	2	5
11	臺南市	114520	市立六甲國中	23	7	8	8	585	269	316	94	87	72	113	103	116	195	88	107	18	37	2	6
11	臺南市	114521	市立官田國中	7	2	2	3	173	82	91	21	29	30	25	31	37	60	31	29	5	12	2	3
11	臺南市	114522	市立大內國中	9	3	3	3	198	111	87	34	27	35	30	42	30	69	35	34	13	10	1	5
11	臺南市	114523	市立佳里國中	58	17	20	21	"1,593"	807	786	220	211	287	294	300	281	509	260	249	48	84	3	10
11	臺南市	114524	市立佳興國中	8	2	3	3	182	91	91	22	26	33	34	36	31	72	42	30	11	8	2	3
11	臺南市	114525	市立學甲國中	22	7	7	8	538	281	257	83	76	108	84	90	97	198	105	93	18	32	2	6
11	臺南市	114526	市立西港國中	16	4	6	6	411	205	206	60	39	74	83	71	84	93	46	47	12	25	-	7
11	臺南市	114527	市立將軍國中	8	3	3	2	205	99	106	34	39	39	37	26	30	52	21	31	7	15	-	6
11	臺南市	114528	市立後港國中	3	1	1	1	65	30	35	13	6	7	16	10	13	19	15	4	4	5	-	4
11	臺南市	114529	市立竹橋國中	6	2	2	2	127	72	55	25	19	23	17	24	19	37	13	24	5	10	2	2
11	臺南市	114530	市立北門國中	6	2	2	2	157	75	82	26	24	28	26	21	32	47	24	23	6	9	1	4
11	臺南市	114531	市立南新國中	54	16	18	20	"1,439"	692	747	190	218	229	244	273	285	509	238	271	38	82	3	10
11	臺南市	114532	市立太子國中	4	2	1	1	83	40	43	13	15	19	10	8	18	24	12	12	4	7	-	4
11	臺南市	114533	市立新東國中	47	15	15	17	"1,383"	705	678	202	230	224	215	279	233	498	246	252	32	75	1	11
11	臺南市	114534	市立鹽水國中	16	5	6	5	414	194	220	62	68	72	78	60	74	126	70	56	14	20	-	7
11	臺南市	114535	市立白河國中	24	8	8	8	666	346	320	105	98	116	105	125	117	229	118	111	20	35	3	6
11	臺南市	114536	市立柳營國中	5	2	2	1	114	59	55	20	18	20	22	19	15	27	15	12	7	6	-	4
11	臺南市	114537	市立東山國中	9	3	3	3	210	113	97	37	27	39	37	37	33	78	36	42	12	9	2	3
11	臺南市	114538	市立東原國中	11	4	4	3	231	140	91	48	39	49	35	43	17	49	29	20	8	17	2	4
11	臺南市	114539	市立後壁國中	12	4	4	4	266	156	110	46	37	55	32	55	41	76	38	38	10	18	1	4
11	臺南市	114540	市立菁寮國中	4	1	2	1	98	40	58	8	18	15	27	17	13	31	13	18	4	7	3	2
11	臺南市	114543	市立大橋國中	57	17	20	20	"1,672"	895	777	253	220	326	265	316	292	585	306	279	39	79	1	12
11	臺南市	114544	市立沙崙國中	8	2	3	3	187	111	76	33	19	42	25	36	32	57	26	31	3	19	2	3
12	高雄市	124501	市立鳳山國中	75	24	25	26	"2,383"	"1,224"	"1,159"	354	365	413	383	457	411	751	397	354	46	125	2	14
12	高雄市	124503	市立鳳西國中	78	21	27	30	"2,184"	"1,165"	"1,019"	322	254	379	363	464	402	826	416	410	54	126	4	12
12	高雄市	124504	市立五甲國中	54	13	19	22	"1,582"	797	785	191	204	282	255	324	326	639	327	312	42	88	3	12
12	高雄市	124505	市立鳳甲國中	58	18	20	20	"1,844"	987	857	291	245	349	282	347	330	583	296	287	39	96	2	12
12	高雄市	124506	市立忠孝國中	16	5	6	5	375	231	144	62	45	91	42	78	57	124	68	56	12	30	2	6
12	高雄市	124507	市立大寮國中	43	13	14	16	"1,170"	589	581	195	162	182	184	212	235	391	197	194	36	74	3	10
12	高雄市	124508	市立潮寮國中	10	3	4	3	258	132	126	37	37	55	44	40	45	78	39	39	16	14	2	3
12	高雄市	124509	市立大樹國中	35	11	12	12	"1,039"	529	510	173	133	177	179	179	198	321	170	151	26	54	2	8
12	高雄市	124510	市立溪埔國中	9	3	3	3	231	110	121	38	36	40	38	32	47	60	30	30	8	17	1	3
12	高雄市	124512	市立鳥松國中	14	4	5	5	353	196	157	55	43	65	54	76	60	122	70	52	14	21	3	4
12	高雄市	124514	市立大社國中	30	10	11	9	855	473	382	149	138	171	122	153	122	270	144	126	18	51	1	6
12	高雄市	124515	市立岡山國中	61	19	21	21	"1,749"	903	846	262	286	296	281	345	279	549	288	261	48	94	3	10
12	高雄市	124516	市立前峰國中	47	13	16	18	"1,375"	677	698	193	175	217	234	267	289	467	236	231	47	58	3	10
